shop_id,weekend_sales_vs_FIT O ORANGE 1Ls_sold_vs_BOTTLED DRINKING WATER 1.5Ls_sold,total_sales_vs_FIT O ORANGE 1Ls_sold_vs_BOTTLED DRINKING WATER 1.5Ls_sold,FIT O ORANGE 1Ls_sold_vs_BOTTLED DRINKING WATER 1.5Ls_sold_vs_average_month_sales,quantity_per_shop_vs_LEMONADE 500MLs_sold_vs_LEMONADE 1Ls_sold,december_customers_vs_NECTO 500MLs_sold_vs_ORANGE CRUSH 500MLs_sold,november_sales_vs_FIT O ORANGE 1Ls_sold_vs_BOTTLED DRINKING WATER 1.5Ls_sold,ncustomers_visited_morethan5_vs_FIT O ORANGE 1Ls_sold_vs_BOTTLED DRINKING WATER 1.5Ls_sold,weekday_sales_vs_FIT O ORANGE 1Ls_sold_vs_BOTTLED DRINKING WATER 1.5Ls_sold,quantity_per_shop_vs_FIT O ORANGE 1Ls_sold_vs_BOTTLED DRINKING WATER 1.5Ls_sold,LEMONADE 500MLs_sold_vs_GINGER BEER 1Ls_sold_vs_NECTO 500MLs_sold,weekend_sales_vs_SODA 500MLs_sold_vs_NECTO 500MLs_sold,weekday_sales_vs_NECTO 500MLs_sold_vs_ORANGE CRUSH 500MLs_sold,december_customers_vs_FIT O ORANGE 1Ls_sold_vs_BOTTLED DRINKING WATER 1.5Ls_sold,shop_area_sq_ft_vs_shop_area_sq_ft_vs_NECTO 500MLs_sold,BOTTLED DRINKING WATER 500MLs_sold_vs_NECTO 500MLs_sold,november_customers_vs_FIT O MIXED FRUIT 1Ls_sold_vs_FIT O MANGO 200MLs_sold,november_customers_vs_FIT O ORANGE 200MLs_sold_vs_NECTO 500MLs_sold,ncustomers_visited_morethan10_vs_LEMONADE 500MLs_sold_vs_NECTO 500MLs_sold,october_sales_vs_FIT O ORANGE 200MLs_sold_vs_NECTO 500MLs_sold,shop_area_sq_ft_vs_FIT O ORANGE 1Ls_sold_vs_GINGER BEER 500MLs_sold,weekend_sales_vs_FIT O ORANGE 1Ls_sold_vs_FIT O ORANGE 200MLs_sold,october_customers_vs_FIT O ORANGE 200MLs_sold_vs_NECTO 500MLs_sold,weekend_sales_vs_FIT O ORANGE 200MLs_sold_vs_NECTO 500MLs_sold,LEMONADE 500MLs_sold_vs_FIT O ORANGE 1Ls_sold_vs_NECTO 500MLs_sold,unique_customers_vs_NECTO 500MLs_sold_vs_LEMONADE 1Ls_sold,shop_area_sq_ft_vs_LEMONADE 500MLs_sold_vs_NECTO 500MLs_sold,FIT O MIXED FRUIT 1Ls_sold_vs_LEMONADE 500MLs_sold_vs_BOTTLED DRINKING WATER 500MLs_sold,TONIC PET 500MLs_sold_vs_BOTTLED DRINKING WATER 500MLs_sold_vs_BOTTLED DRINKING WATER 1.5Ls_sold,shop_area_sq_ft_vs_november_customers_vs_BOTTLED DRINKING WATER 1.5Ls_sold,ncustomers_visited_morethan5_vs_FIT O ORANGE 200MLs_sold_vs_NECTO 500MLs_sold,shop_profile
SHOP013,7912350400,14135305600,4711768533.333333,15846300.0,4685040,5574787200.0,2296160.0,6222955200,106111520,1760400.0,12784922820,1338210720,21786400,21500694,25704,15287454.0,32162130.0,145800.0,4459247100.0,13225760,26958008000,23014530.0,9098327700,864000,2512134.0,3407400,3855600,18341708,110305741.0,2640330.0,Moderate
SHOP058,94833873355,189748155285,63249385095.0,32013125.0,5831955,76728659085.0,22654242.0,94914281930,1485810625,4136718.0,43448034540,2205193770,251014595,17305257,70338,62419500.0,114864975.0,261345.0,18971430840.0,64815783,195550741335,82560681.0,32122167885,2591049,3706197.0,4114317,23116522,208866840,538478525.0,7673454.0,High
SHOP113,7532734000,14924844000,4974948000.0,12009600.0,4123854,5739254400.0,1615680.0,7392110000,103972000,827264.0,13109776900,1431974250,21288080,17511694,29302,11400480.0,40666990.0,61824.0,6569283000.0,25926340,51953709500,29275918.0,10863048350,647680,3024270.0,1816448,4402944,6410768,79087060.0,2329992.0,Moderate
SHOP126,5201328840,10087953220,3362651073.333333,2111200.0,2038766,3944600260.0,974988.0,4886624380,78540700,4784.0,8054732940,682662310,14593868,4948864,22770,7196060.0,16280596.0,26312.0,2516012780.0,7662080,13297736940,11855166.0,4189697940,349232,650992.0,784576,1492920,17105220,45407008.0,785358.0,Moderate
SHOP040,3562569360,7079302020,2359767340.0,2594350.0,1725360,2673538860.0,815994.0,3516732660,47519058,602000.0,3032463000,635343800,9550152,10243835,11900,9843116.0,13140330.0,31500.0,2259735450.0,6121956,14347882080,10135650.0,3638955600,241500,617155.0,946750,1598000,3425160,50432561.0,833490.0,Moderate
SHOP025,1715377500,3336435000,1112145000.0,2002980.0,1406300,1089720000.0,333000.0,1621057500,21460500,236425.0,3909154725,441287875,5166000,15994160,13860,2770200.0,7381500.0,15925.0,1462184500.0,5813600,7052107500,6675725.0,2468237625,122500,700140.0,828100,623700,1728540,34678800.0,479150.0,Low
SHOP082,14716927600,27332895300,9110965100.0,35605794.0,3367980,10711030100.0,3188660.0,12615967700,190929620,3675546.0,15654859080,1039414950,40879080,12658842,31332,39799252.0,47346096.0,117180.0,6558022800.0,16047270,53645574800,33639648.0,12178995360,722610,5809524.0,2144394,5480862,21923448,169781544.0,2638776.0,High
SHOP111,44523615400,85409881900,28469960633.333336,34130160.0,5774556,35987684200.0,9846060.0,40886266500,613536800,3028410.0,35540454180,2157241950,109445320,21699273,44289,50875560.0,62416197.0,188784.0,9275080470.0,49105796,110261424020,43002624.0,15951525810,3099204,4553901.0,4853322,12867120,89557020,272818890.0,3527559.0,High
SHOP072,23595933900,43863730680,14621243560.0,12363120.0,3686352,18224929800.0,3966732.0,20267796780,327622680,983136.0,14084708400,1211796720,61655748,18273072,40320,12570480.0,41154048.0,48048.0,6032189760.0,18671037,50976121350,28996896.0,10592440800,853776,2944512.0,2280432,5109720,35259840,244865088.0,1780704.0,High
SHOP078,16431573280,31442011940,10480670646.666666,8444664.0,2086869,11670959960.0,3524688.0,15010438660,201462028,930240.0,7703244000,680243865,46049396,9082284,22338,10809195.0,20099661.0,89148.0,3330766140.0,12344766,23946012280,14602422.0,6136917720,771324,1903014.0,1635672,3162360,4525416,114123992.0,1316412.0,Moderate
SHOP112,1511154000,2749941750,916647250.0,1239840.0,356439,1070067750.0,310800.0,1238787750,19114200,148920.0,939638280,110040065,4012650,7585808,5729,2286955.0,2695996.0,3060.0,428459840.0,7615200,6698088000,2169064.0,759116640,76500,266832.0,340680,556050,1496280,23900372.0,156128.0,Moderate
SHOP094,4227512400,7816086000,2605362000.0,11339000.0,1620150,2990156400.0,1181880.0,3588573600,53626800,508368.0,5907475350,468657000,12405720,9596496,10731,19855104.0,12819072.0,28560.0,1725403680.0,8967816,21419396160,8886528.0,3356771040,191352,1186500.0,965328,3579044,11589480,81444480.0,938448.0,Low
SHOP018,48858864140,98900616990,32966872330.0,38729848.0,5581594,42818811170.0,9680726.0,50041752850,768697648,2717450.0,26799519960,2042801350,136730254,17511694,47518,57426600.0,66368064.0,159850.0,9022057280.0,78347894,136266923840,41084992.0,17079777920,2346598,3584458.0,3945098,15794570,82421004,319182738.0,3384128.0,High
SHOP122,7257841920,13615635600,4538545200.0,7895601.0,1980721,5289495120.0,1493856.0,6357793680,104359248,833451.0,10063282800,577287135,21814128,17203175,28905,9332620.0,32035764.0,61617.0,4445129340.0,12458160,25866293760,22857228.0,8442470880,466992,1869378.0,1962015,2503665,8588475,115708670.0,1737684.0,Moderate
SHOP017,4012485840,7853848200,2617949400.0,7672562.0,798600,3130433460.0,1074084.0,3841362360,54913848,214320.0,3616932000,243124200,12617880,7613780,8640,4400000.0,9120000.0,15040.0,1196686500.0,7411404,14475423600,6298500.0,2193246000,124080,1246200.0,579980,1015200,7405776,77988800.0,587100.0,High
SHOP045,11805636700,23562910800,7854303600.0,13068241.0,2440512,9308985400.0,2037750.0,11757274100,167720410,991632.0,6361226400,789299520,36353460,26427072,36576,26710560.0,34558848.0,35040.0,4831259040.0,17058580,32444861700,24353424.0,8196596640,665760,3638688.0,2599968,4505706,18088356,194386192.0,1414800.0,High
SHOP007,2217044520,4678635735,1559545245.0,9069682.0,3122672,1738067220.0,452709.0,2461591215,31041306,487060.0,7638866760,1208553640,6360282,18653761,24549,3843560.0,13778800.0,86975.0,1980004250.0,5647401,6104905200,9719640.0,3693090800,281799,2013949.0,2146543,1742979,5600178,63008040.0,754110.0,Low
SHOP119,3403712480,6792149700,2264049900.0,8937520.0,3093540,2594978260.0,865242.0,3388437220,50782228,812912.0,5750814720,894532200,11718154,9140607,19646,4959792.0,17238096.0,83942.0,2263032140.0,6777729,9829088080,12077308.0,4238230640,481562,1495540.0,1948338,1689556,4383148,56010528.0,1077381.0,Moderate
SHOP001,819052080,1669340830,556446943.3333333,1473540.0,118490,615425990.0,150306.0,850288750,11542730,55350.0,539800800,37506250,2686238,3364000,3530,1449981.0,954990.0,1230.0,155628000.0,3376760,2282889840,778140.0,278401200,33620,134160.0,237800,564447,1791828,19872540.0,51090.0,Low
SHOP054,4240291275,8173533525,2724511175.0,6357690.0,657696,3277722300.0,943635.0,3933242250,61397550,428640.0,3271823280,238786800,10833420,25018584,13704,4283680.0,8870352.0,16920.0,1416301800.0,24366165,21052674225,6622200.0,2350065960,242520,1027080.0,1151688,2146960,9666459,76005282.0,522984.0,High
SHOP102,5923142160,11059197180,3686399060.0,4541550.0,2142459,4112849880.0,879336.0,5136055020,87005412,642345.0,7130031480,593276805,18547476,12562737,26103,8676360.0,19057005.0,22440.0,2535616710.0,10993706,15837967080,14076612.0,4429261980,330990,746790.0,1730685,3765160,14408856,133253490.0,657558.0,Low
SHOP115,1317496320,2463982080,821327360.0,2399040.0,752388,973297920.0,306432.0,1146485760,17912832,146160.0,1331220240,232879920,3704064,12795328,13272,2071872.0,4861836.0,12600.0,666928920.0,5110560,3643700760,3612924.0,1214566920,105840,560000.0,851760,682560,1941504,42441984.0,282492.0,Moderate
SHOP079,9725455280,17967551160,5989183720.0,9482304.0,5268952,7020086465.0,2002375.0,8242095880,121712362,1245192.0,20710077440,1551792320,27985193,23762752,32396,22704078.0,32728332.0,97344.0,4535714820.0,23092836,35269422160,22225840.0,9502642240,782808,2198976.0,2741856,4324866,15822954,117321828.0,1956500.0,Low
SHOP049,8903065600,17754725560,5918241853.333333,9100800.0,1506400,7086479400.0,2130128.0,8851659960,128785800,741888.0,6055526400,456103200,29234920,8938300,20692,7996450.0,20120100.0,28672.0,2537595060.0,12635095,36725145600,12048036.0,4920115200,374528,1394400.0,1012480,3641792,13680368,98423000.0,1177176.0,Low
SHOP121,29008736200,56469035350,18823011783.333336,5704160.0,967680,21346924450.0,4656120.0,27460299150,359297260,225120.0,2329909680,374526180,70950400,6468525,12411,8414688.0,6956208.0,10920.0,1255156560.0,15828600,24194008200,5373333.0,2209018140,193200,1079232.0,466200,1749360,43726317,220428240.0,354564.0,High
SHOP010,7920819200,15199027200,5066342400.0,13204080.0,2613153,6024704000.0,1702400.0,7278208000,109544960,760240.0,10681613660,820829150,23170560,16369627,25155,9832704.0,31852035.0,34400.0,4437080775.0,10797500,25061967000,23005215.0,7697604150,481600,2817747.0,2122480,2995200,15575040,144447104.0,1654425.0,Moderate
SHOP124,20825278425,40797116775,13599038925.0,19564776.0,2581565,16819494075.0,4065030.0,19971838350,305223210,2877084.0,14441171220,927816470,55569825,17994564,35819,13341006.0,54177340.0,123480.0,7762479550.0,28066284,79270414650,37264990.0,13922044150,1722546,2458918.0,3741444,5802678,37277345,176024820.0,2717540.0,High
SHOP012,1260458880,2730750900,910250299.9999999,2203200.0,1465672,1048880040.0,311052.0,1470292020,19424880,0.0,1262444480,409495320,5262492,3838464,6732,1795680.0,4859008.0,13056.0,524804280.0,2967552,2109898560,2832676.0,1039660160,112608,644130.0,548352,408672,1530144,28686336.0,256564.0,Low
SHOP093,4444575300,8599664700,2866554900.0,7714464.0,382704,3327706800.0,712800.0,4155089400,69711840,204624.0,862477070,110988920,14327280,6958350,8036,5489088.0,3683680.0,6496.0,531549200.0,6607260,8559922800,2649920.0,907870600,107184,710668.0,572460,1598016,8368920,96317100.0,145600.0,High
SHOP004,2560496250,4710706250,1570235416.6666665,4445064.0,1424250,1757347500.0,536625.0,2150210000,31462125,375840.0,3733493400,438156000,6989375,7987680,9810,8876790.0,9230850.0,18360.0,1300465800.0,5611500,10580163750,6563430.0,2539239300,135000,1360320.0,557280,918216,2426340,38423940.0,532170.0,Low
SHOP101,17463223800,31849006200,10616335400.0,16349500.0,3601008,12500426400.0,3066360.0,14385782400,208998240,2311065.0,8976649230,1159960320,44659560,24351531,27540,24204096.0,34391187.0,82365.0,5299697385.0,25174512,49042553505,26657037.0,9886048335,1225785,3436125.0,3347895,5540400,11793600,165922920.0,1735887.0,High
SHOP046,10684455500,23172426800,7724142266.666667,3978750.0,1302480,8809315500.0,2213280.0,12487971300,163075700,201150.0,2759050350,526493520,30893700,8019675,21276,6864150.0,5679828.0,22950.0,903762090.0,6242975,7761349750,4436586.0,1445216850,195750,703080.0,735750,2955000,43100448,157827640.0,299376.0,
SHOP024,4155354840,8608596360,2869532120.0,739935.0,666144,3738833280.0,703248.0,4453241520,59852520,80514.0,1812667545,251674560,11787048,12338352,10719,3004416.0,5422032.0,1701.0,655695810.0,5536440,3809075270,3359664.0,1130165190,51597,398763.0,383292,400176,7003080,148092672.0,191268.0,
SHOP023,4833197460,9630981360,3210327120.0,4404960.0,1407510,3874178880.0,968760.0,4797783900,65854152,73216.0,4389570640,521498250,12949092,9897914,15626,18094776.0,8730540.0,3744.0,1293027450.0,6930144,10244277225,5972460.0,2276506050,48672,2605590.0,256672,682736,9289056,97747608.0,456300.0,
SHOP097,13671041230,25858265510,8619421836.666666,8155225.0,1144044,10494632610.0,2609684.0,12187224280,192376030,2145.0,9671216940,410549040,33961158,3171300,14124,6874200.0,12938772.0,23595.0,2109995580.0,12565230,27342082460,9269568.0,3940125420,491205,1266771.0,664950,1669200,35922040,60773020.0,752136.0,
SHOP044,949691500,1754160500,584720166.6666667,2493792.0,498312,672797250.0,140700.0,804469000,12431850,120960.0,3084654690,155610720,2576150,13803075,5724,2209320.0,3801330.0,5184.0,540627750.0,3497065,2469197900,2769390.0,995049900,57888,879984.0,617760,230656,2321400,38717250.0,147420.0,
SHOP030,5806002150,11463532470,3821177489.9999995,4322136.0,2880480,3906210555.0,1255995.0,5657530320,78493077,331520.0,4760386000,1163942400,14001039,11236000,18920,7441434.0,23783760.0,42560.0,5264173200.0,5828940,22042255950,20094360.0,7535814000,262080,851240.0,1187200,1562792,11277739,83007540.0,1630200.0,
SHOP038,6294452740,11808194570,3936064856.666667,4900150.0,2634834,4342165560.0,1019810.0,5513741830,79007462,2116.0,2920120940,834406190,17410938,7770366,19228,6414408.0,13068048.0,6348.0,2007665400.0,6960696,11300277360,9974088.0,3560361360,308936,2048150.0,869676,1269048,6688836,65037462.0,576840.0,
SHOP029,10894811400,20107697280,6702565759.999999,3272360.0,3345672,7950422700.0,1859748.0,9212885880,143735592,1170672.0,9971087400,922879760,33399036,20671722,38106,14193326.0,35137676.0,33640.0,4598637590.0,12789531,32766970650,22151012.0,9847068900,649252,1190160.0,2008308,2705526,10927224,120254904.0,1680898.0,
SHOP096,6586512915,12634403610,4211467870.0,8113420.0,2507400,4433656590.0,1136742.0,6047890695,82450074,492450.0,9836469300,787681125,19252056,15994160,22260,9055488.0,22475460.0,24500.0,3715265400.0,10148112,26800293930,17271660.0,6748275450,340550,1485715.0,1656200,3472560,5865192,106684968.0,1164660.0,
SHOP092,5919376650,11218165200,3739388400.0,10889384.0,2339766,4705441125.0,851730.0,5298788550,81090570,636480.0,6885583380,759907980,16315035,14846871,21021,13147680.0,26422812.0,37128.0,3484990860.0,11300355,26869979400,17741256.0,6351086040,437580,2541357.0,1636284,2052512,5564636,92089101.0,913848.0,
SHOP081,5951005500,11355877500,3785292500.0,8934072.0,777740,4487481000.0,902700.0,5404872000,92801100,222940.0,2824206000,225966400,18602700,11981520,17160,12644424.0,10287360.0,9940.0,1393944800.0,21594600,18962526000,6858240.0,2528336800,213000,952800.0,1099080,4812522,18426408,124942176.0,383520.0,
SHOP076,6968261300,13554589100,4518196366.666667,4273584.0,2591221,5241765100.0,1289080.0,6586327800,94956420,308728.0,6778654190,825370470,20677540,16908112,22089,10048896.0,12946152.0,24864.0,1900006980.0,9051640,12428466050,9258621.0,3537332645,269360,1031856.0,1400672,2607696,13759656,132614976.0,654382.0,
SHOP080,1367737980,2411222625,803740875.0,1206918.0,760240,854323575.0,214179.0,1043484645,16081653,82992.0,1872873600,238144400,3331167,7979816,7280,2516228.0,5341050.0,6422.0,847460250.0,2524578,6280429500,4141800.0,1755819000,45942,593424.0,273676,276640,905520,24784298.0,274950.0,
SHOP074,8173542510,15663930450,5221310150.0,19594275.0,3307248,6002079090.0,1430996.0,7490387940,103104722,938400.0,8811663210,1098781740,22545488,12943426,16388,25537400.0,21768432.0,30600.0,3406202790.0,10480362,25771679955,16452396.0,5880786030,379950,3444404.0,1573350,3072750,8313536,125285552.0,1029588.0,
SHOP107,3105276200,6420480300,2140160100.0,2527951.0,659400,2581185100.0,859040.0,3315204100,61651460,107670.0,3953457900,226920750,9633520,10372320,28980,5497065.0,5833620.0,12210.0,757949400.0,7215936,5589497160,3531060.0,1421058600,130980,469710.0,652680,2251746,13562640,63521640.0,393120.0,
SHOP108,4636816380,9245844090,3081948030.0,4572048.0,1622400,3021236820.0,1052352.0,4609027710,61420086,337875.0,3563690750,504546000,14820624,11424400,15700,3226080.0,5791500.0,19125.0,1107229500.0,9369360,8634071880,5192100.0,1713109500,160650,830800.0,861900,1505316,9342756,84101160.0,388800.0,
SHOP019,4743065340,9252789780,3084263260.0,1942560.0,3699241,3455953800.0,940680.0,4509724440,56398992,2385.0,6205192830,1349206690,12364716,8952813,15317,7202160.0,13859871.0,47700.0,2465340315.0,5066808,11127960990,11192646.0,4401357705,319590,814928.0,980235,728280,2276742,45810882.0,872910.0,
SHOP002,5548547200,11599036400,3866345466.6666665,20349075.0,3290496,4428580800.0,957600.0,6050489200,78023120,504900.0,13560565920,1200999360,16577120,17853836,28072,14697056.0,29565008.0,56100.0,4281750000.0,7776496,20208392960,19791200.0,7939011520,369600,4195356.0,2102100,4115100,15273720,117520130.0,1370160.0,
SHOP114,16966636720,31322359750,10440786583.333332,4228700.0,2920242,12281283080.0,2992880.0,14355723030,225999851,524550.0,6898039200,867997260,48297601,10263591,27027,22474272.0,25230816.0,21450.0,3645623280.0,15975333,34881130240,18844176.0,6508919040,407550,1354080.0,1000350,3257100,24437259,161431866.0,1148160.0,
SHOP087,391898430,770626890,256875630.0,1190592.0,228000,301177800.0,61215.0,378728460,5005638,108224.0,553452900,82285200,1049400,5276851,5035,964960.0,1656895.0,4864.0,265743595.0,921723,1270700970,1254361.0,455534310,32224,267501.0,320416,313760,1303005,14173665.0,71155.0,
SHOP050,5050460000,9919162400,3306387466.666667,8626926.0,1671096,3284179200.0,1286400.0,4868702400,62025920,6177.0,5629001500,553179060,14707840,4898709,8468,6885648.0,9767142.0,41180.0,1891414800.0,7214694,15340772250,8252037.0,3320017875,275906,1082802.0,846249,1119528,3947840,45571680.0,845640.0,
SHOP061,2291553600,4133228400,1377742800.0,1229168.0,399168,1504633200.0,299880.0,1841674800,26571720,96096.0,1594734240,124031160,5927040,10749222,7656,12538800.0,4036230.0,1760.0,647939490.0,3288096,5767076560,2983156.0,1294649840,34496,653004.0,246048,668160,2735280,50957100.0,169422.0,
SHOP056,18792574065,36662509755,12220836585.0,16906656.0,9473786,13593028275.0,4655304.0,17869935690,262044612,2719080.0,39062071295,3002536620,56384307,29581947,57934,48582240.0,119757048.0,267592.0,18121187480.0,31068477,96560217960,85922928.0,32186739320,2149368,4466064.0,5153304,6896240,12277122,167642973.0,7973312.0,
SHOP070,2165345280,4265820160,1421940053.3333335,1421290.0,330840,1611366400.0,415744.0,2100474880,27023360,105705.0,947036475,105492600,6587392,6854640,3705,2424576.0,2789640.0,3915.0,378496800.0,2725632,5481030240,1766610.0,734066550,48720,277485.0,294060,343824,995904,49667072.0,140940.0,
